LREntryNo,LREntryDate,VehicleNo,Capacity,Vehicle_Type,Vehicle_Ownership_Type,CustomerName,From_Station,To_Station,NetWt_Tons,Freight_Revenue_INR,Fuel_Cost_INR,Driver_Allowance_INR,Toll_Charges_INR,Total_Trip_Cost_INR,Profit_Margin_INR,Profit_Margin_Percent,Actual_Distance_Km,Trip_Duration_Hours,Delay_Hours
LR-2025-080550,2025-08-05,UP-61-BC-9921,32,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,12.6,62452,35435,3182,5009,58549,3903,6.25,2635,37.4,0
LR-2025-080551,2025-10-29,WB-81-CB-7978,16,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,23.6,60668,27549,5939,2579,65994,-5326,-8.78,2544,33.6,0
LR-2025-080552,2025-11-04,GJ-61-AC-4942,28,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,26.2,83179,38364,4884,2913,68414,14765,17.75,546,63.9,3
LR-2025-080553,2025-10-27,WB-10-CA-7400,25,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,10.8,44763,21614,3278,4926,45156,-393,-0.88,1965,44.2,0
LR-2025-080554,2025-07-20,RJ-13-AA-2084,25,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,20.6,77798,36300,3128,3000,66948,10850,13.95,679,64.0,0
LR-2025-080555,2025-11-08,MH-84-CB-7736,32,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,12.5,63696,42140,3703,4411,61916,1780,2.79,1526,31.1,4
LR-2025-080556,2025-10-12,TN-30-AA-8356,19,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,24.7,62878,44977,5550,2332,62262,616,0.98,2822,23.7,0
LR-2025-080557,2025-08-20,KA-59-AA-3637,28,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,24.2,86341,22377,5950,4985,69753,16588,19.21,1459,17.3,6
LR-2025-080558,2025-12-06,MH-35-BA-8436,19,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,11.4,78212,26694,4086,3265,81140,-2928,-3.74,1081,27.3,4
LR-2025-080559,2025-08-06,HR-69-AA-4357,19,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,23.7,60300,23150,5269,2469,49237,11063,18.35,381,37.3,0
LR-2025-080560,2025-08-14,RJ-26-CB-9122,28,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,21.5,61649,40607,4340,2296,54482,7167,11.63,1159,28.2,0
LR-2025-080561,2025-10-06,GJ-85-AA-3763,28,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,16.3,77769,27230,4420,3004,81152,-3383,-4.35,2470,18.4,3
LR-2025-080562,2025-12-10,MH-67-BA-5098,16,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,17.9,62256,25096,3380,3697,56230,6026,9.68,2426,53.4,0
LR-2025-080563,2025-11-12,HR-72-AC-2676,32,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,13.6,46232,45516,3502,4145,36944,9288,20.09,2616,35.0,3
LR-2025-080564,2025-07-21,KA-39-CA-4795,28,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,14.6,85406,25535,4910,2525,97383,-11977,-14.02,2606,54.2,0
LR-2025-080565,2025-07-30,KA-12-CB-9922,32,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,22.9,35910,44396,5588,2287,33612,2298,6.4,2237,42.8,0
LR-2025-080566,2025-10-24,TN-76-AC-1253,21,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,25.6,90420,42649,5014,2388,112832,-22412,-24.79,725,52.9,0
LR-2025-080567,2025-10-01,UP-21-CA-6997,16,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,25.8,48674,47313,3229,4612,52917,-4243,-8.72,1465,38.7,0
LR-2025-080568,2025-11-09,HR-83-AC-6363,28,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,17.9,38775,47931,5892,4233,40011,-1236,-3.19,541,47.2,0
LR-2025-080569,2025-09-04,GJ-79-AA-3594,19,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,28.2,78686,20476,4155,5070,70788,7898,10.04,518,69.3,1
LR-2025-080570,2025-08-07,TN-86-BB-9312,21,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,23.1,49060,37538,5280,3183,54182,-5122,-10.44,2477,47.0,0
LR-2025-080571,2025-08-30,KA-14-CB-2501,21,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,28.9,39505,33419,5028,3445,35849,3656,9.25,2213,37.9,0
LR-2025-080572,2025-11-06,WB-88-CB-5503,25,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,25.9,84404,22160,5746,4371,106813,-22409,-26.55,2269,43.7,0
LR-2025-080573,2025-07-17,TN-74-CB-3521,19,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,16.2,59196,30855,4823,4871,61672,-2476,-4.18,536,60.3,0
LR-2025-080574,2025-09-12,UP-97-BA-7040,16,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,24.1,78666,19959,5517,3276,81237,-2571,-3.27,1978,37.3,1
LR-2025-080575,2025-12-14,WB-96-AB-3751,21,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,28.4,78932,29528,5988,4857,78731,201,0.25,1783,63.7,0
LR-2025-080576,2025-09-14,KA-85-CA-4213,19,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,16.9,45963,37278,3560,4414,57261,-11298,-24.58,1390,51.5,0
LR-2025-080577,2025-10-16,TN-38-BA-9948,28,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,29.1,68911,40294,4458,2473,78866,-9955,-14.45,1447,20.5,1
LR-2025-080578,2025-09-28,KA-32-BC-7374,19,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,29.8,55487,29262,4453,4213,47554,7933,14.3,1287,64.6,0
LR-2025-080579,2025-09-20,HR-38-AB-7409,21,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,17.2,68717,50088,4925,2876,73948,-5231,-7.61,1962,69.2,0
LR-2025-080580,2025-08-21,GJ-43-BA-1124,19,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,15.9,35024,25862,5566,3898,37726,-2702,-7.71,2743,20.2,3
LR-2025-080581,2025-11-11,WB-35-BC-4866,21,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,26.2,65537,23636,4291,2660,70222,-4685,-7.15,1995,33.2,0
LR-2025-080582,2025-10-01,MH-23-BA-3842,21,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,22.5,63732,32055,6148,3518,52000,11732,18.41,2329,56.8,6
LR-2025-080583,2025-09-05,KA-50-AA-1263,28,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,15.1,40381,27809,5655,4435,35690,4691,11.62,826,31.9,2
LR-2025-080584,2025-09-24,UP-68-CA-9670,16,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,24.1,39710,48991,5099,2046,30906,8804,22.17,919,58.4,0
LR-2025-080585,2025-08-14,RJ-61-AC-3242,21,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,21.2,57657,46059,4504,2039,47710,9947,17.25,1708,64.4,1
LR-2025-080586,2025-08-30,KA-45-BB-3745,19,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,19.8,61231,40143,4889,3181,71762,-10531,-17.2,1525,46.3,0
LR-2025-080587,2025-09-21,RJ-88-BB-3912,28,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,12.2,72556,25776,3139,5127,71063,1493,2.06,2133,71.2,0
LR-2025-080588,2025-12-13,WB-29-BB-7103,32,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,14.3,89771,33210,3097,2768,68518,21253,23.67,917,52.0,3
LR-2025-080589,2025-10-01,RJ-18-BA-1091,21,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,16.6,88203,20214,4937,2635,72342,15861,17.98,2123,47.1,0
LR-2025-080590,2025-10-12,TN-59-CB-3360,25,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,29.7,40577,32554,4532,3639,36829,3748,9.24,2186,56.3,0
LR-2025-080591,2025-12-22,UP-56-AC-7042,21,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,13.9,61084,22560,4953,2694,51179,9905,16.22,1088,55.6,2
LR-2025-080592,2025-11-05,HR-26-BA-3346,32,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,9.6,40937,37979,5356,2179,46802,-5865,-14.33,621,37.1,0
LR-2025-080593,2025-09-08,GJ-72-AC-4341,32,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,21.1,39888,40610,2899,3981,41092,-1204,-3.02,1056,58.9,0
LR-2025-080594,2025-08-29,UP-33-BC-8865,25,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,16.2,80279,41801,5102,4371,64648,15631,19.47,1468,43.1,0
LR-2025-080595,2025-12-15,RJ-28-AB-9371,32,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,25.1,90540,43061,5493,4068,95704,-5164,-5.7,1367,56.9,0
LR-2025-080596,2025-09-02,HR-92-CB-3876,16,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,19.1,70003,32094,3612,3614,84836,-14833,-21.19,1269,67.8,1
LR-2025-080597,2025-12-16,RJ-33-AC-3542,28,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,29.6,46199,32031,5835,3487,58094,-11895,-25.75,1081,69.5,2
LR-2025-080598,2025-07-27,HR-91-BB-4871,28,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,21.1,86389,33496,3482,3131,80343,6046,7.0,1869,55.3,0
LR-2025-080599,2025-08-07,MH-50-BB-5370,25,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,12.1,71853,48344,5819,4846,86580,-14727,-20.5,2399,28.3,2
LR-2025-080600,2025-12-18,RJ-43-BB-9161,28,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,24.5,52995,25633,3539,3630,47087,5908,11.15,2764,40.6,0
LR-2025-080601,2025-11-12,WB-52-BA-8676,28,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,28.6,45424,25373,3677,3808,44919,505,1.11,1718,23.7,6
LR-2025-080602,2025-11-15,WB-96-AB-3207,21,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,17.8,68009,21557,5044,2571,60281,7728,11.36,1089,18.1,0
LR-2025-080603,2025-07-21,KA-76-CB-6723,32,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,13.9,83872,42392,5533,3906,87914,-4042,-4.82,1843,26.3,1
LR-2025-080604,2025-12-13,MH-12-BB-5949,19,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,28.9,59843,23374,6136,4145,74243,-14400,-24.06,2730,34.0,0
LR-2025-080605,2025-11-12,MH-83-AB-1374,19,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,23.0,56733,28975,5991,4789,67756,-11023,-19.43,2783,58.0,1
LR-2025-080606,2025-08-23,GJ-93-BA-1928,28,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,26.8,40060,18321,5161,3502,36753,3307,8.26,2305,20.6,1
LR-2025-080607,2025-11-24,UP-60-AA-3472,32,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,12.7,66759,31582,3444,2283,53963,12796,19.17,2265,39.0,2
LR-2025-080608,2025-07-21,HR-24-AB-7268,25,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,11.7,43151,29842,2971,2295,33995,9156,21.22,510,41.0,2
LR-2025-080609,2025-08-10,KA-41-BA-4507,16,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,15.7,77366,30612,4567,3357,88672,-11306,-14.61,1761,27.7,0
LR-2025-080610,2025-07-06,GJ-76-AB-3451,21,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,13.2,45720,23904,3965,1893,45573,147,0.32,2667,54.3,1
LR-2025-080611,2025-12-21,RJ-27-AC-5697,25,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,12.2,43215,30691,5669,3302,53561,-10346,-23.94,1813,56.4,3
LR-2025-080612,2025-07-09,WB-37-BC-3100,32,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,21.8,38326,19119,5979,2198,45280,-6954,-18.14,1317,70.3,0
LR-2025-080613,2025-09-23,RJ-79-BC-7346,21,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,25.5,52052,26541,3668,1910,44723,7329,14.08,1442,68.7,4
LR-2025-080614,2025-11-17,KA-16-CA-3017,21,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,22.4,85021,49412,3745,4083,71520,13501,15.88,2406,31.6,0
LR-2025-080615,2025-12-02,TN-64-AA-7755,19,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,12.2,74594,36441,4975,4462,59078,15516,20.8,818,35.2,0
LR-2025-080616,2025-07-15,WB-38-BB-1530,19,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,10.7,90626,19104,5323,3287,76350,14276,15.75,2041,69.6,0
LR-2025-080617,2025-09-20,TN-49-AB-7076,25,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,21.9,84358,40808,4323,2967,92179,-7821,-9.27,2121,63.2,6
LR-2025-080618,2025-11-26,UP-42-CB-8113,16,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,11.8,50467,21892,5950,2285,50940,-473,-0.94,2486,22.9,0
LR-2025-080619,2025-09-09,MH-22-CB-7531,21,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,25.5,86828,23896,4802,2463,107143,-20315,-23.4,2115,44.9,0
LR-2025-080620,2025-09-21,KA-23-AC-1499,32,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,11.8,67872,40460,5684,2049,55021,12851,18.93,2278,20.7,0
LR-2025-080621,2025-10-21,WB-69-BA-6441,16,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,29.8,60777,36856,4279,3973,60506,271,0.45,1508,43.6,0
LR-2025-080622,2025-11-03,WB-12-CA-3977,21,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,20.7,60254,41287,4630,3544,51276,8978,14.9,2139,49.4,0
LR-2025-080623,2025-12-22,RJ-35-BA-7595,19,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,26.8,47406,46801,3841,3591,38999,8407,17.73,1992,40.5,0
LR-2025-080624,2025-08-11,MH-27-CB-1310,16,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,10.7,57149,35432,4450,3499,60822,-3673,-6.43,2123,21.6,6
LR-2025-080625,2025-12-06,HR-16-CB-8956,32,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,19.3,75080,34535,2952,1880,80069,-4989,-6.64,1455,48.8,0
LR-2025-080626,2025-08-01,GJ-83-AA-6161,19,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,23.5,70178,22310,4097,5013,55815,14363,20.47,1085,18.4,1
LR-2025-080627,2025-07-26,GJ-92-CB-7471,28,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,20.6,66888,50297,5416,2716,52153,14735,22.03,646,27.1,1
LR-2025-080628,2025-09-08,TN-87-BB-2672,25,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,28.6,78902,24525,3408,2685,64900,14002,17.75,2366,32.1,0
LR-2025-080629,2025-10-21,MH-32-BC-8158,19,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,13.9,65450,51776,5543,4220,69176,-3726,-5.69,2817,32.2,0
LR-2025-080630,2025-08-31,WB-18-BB-3705,25,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,27.3,41467,27146,2907,2677,52984,-11517,-27.77,2293,18.9,0
LR-2025-080631,2025-11-26,HR-62-AA-3594,32,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,23.5,69425,19797,5383,5090,83241,-13816,-19.9,1442,21.3,6
LR-2025-080632,2025-12-02,MH-57-CB-3401,16,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,11.3,69766,47127,2891,4793,87259,-17493,-25.07,2581,44.2,1
LR-2025-080633,2025-08-15,WB-19-CA-5260,21,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,20.7,52990,28532,5904,2292,65838,-12848,-24.25,2228,69.0,4
LR-2025-080634,2025-10-25,KA-74-BC-8170,16,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,20.8,68206,22044,6125,1905,70036,-1830,-2.68,1442,46.2,0
LR-2025-080635,2025-11-30,UP-34-CA-2394,21,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,22.0,54984,23996,5931,4454,55320,-336,-0.61,724,68.3,0
LR-2025-080636,2025-07-25,GJ-31-CA-9268,19,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,19.2,66747,43696,5169,4545,74133,-7386,-11.07,2334,53.2,0
LR-2025-080637,2025-10-26,HR-43-AB-7938,16,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,16.9,36826,20884,4824,4060,39264,-2438,-6.62,1396,25.9,0
LR-2025-080638,2025-08-03,MH-52-CA-6800,16,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,25.9,86984,48162,5179,5068,97360,-10376,-11.93,2010,26.2,1
LR-2025-080639,2025-09-07,GJ-88-CA-7287,28,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,14.7,91984,35355,5305,3558,98834,-6850,-7.45,484,30.9,0
LR-2025-080640,2025-12-21,UP-81-BC-2674,25,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,12.5,43941,41302,5175,4913,34875,9066,20.63,1375,62.2,0
LR-2025-080641,2025-12-23,MH-44-CA-9727,32,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,20.0,69561,20692,4585,2363,72642,-3081,-4.43,1438,38.1,0
LR-2025-080642,2025-07-22,HR-64-AA-2038,16,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,15.8,83341,32054,6198,2262,86187,-2846,-3.41,2782,66.2,12
LR-2025-080643,2025-07-23,UP-36-CA-2768,19,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,14.0,50271,44714,2801,3199,47558,2713,5.4,1144,70.9,0
LR-2025-080644,2025-08-15,HR-61-BC-1359,19,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,17.1,50679,36246,5873,3037,46981,3698,7.3,2409,24.1,0
LR-2025-080645,2025-07-10,WB-34-BB-5482,16,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,26.0,40380,45288,4446,2058,39695,685,1.7,2305,58.3,0
LR-2025-080646,2025-08-13,UP-99-BB-9818,28,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,25.3,82989,20741,5039,4016,65891,17098,20.6,391,64.5,0
LR-2025-080647,2025-10-15,HR-66-BB-7778,28,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,27.3,70120,24854,6024,2727,58595,11525,16.44,1717,50.9,4
LR-2025-080648,2025-10-17,TN-88-BA-7485,32,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,22.5,75064,46858,4076,3875,71746,3318,4.42,1941,47.8,1
LR-2025-080649,2025-09-27,GJ-50-AA-2812,16,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,22.4,90802,29834,3039,4615,73273,17529,19.3,2336,71.7,0
LR-2025-080650,2025-12-12,RJ-24-AB-8773,16,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,18.4,59001,22054,3730,4241,72120,-13119,-22.24,2582,58.2,0
LR-2025-080651,2025-10-04,MH-62-AC-2638,28,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,21.7,59879,39473,4325,4255,51958,7921,13.23,608,37.2,0
LR-2025-080652,2025-07-10,GJ-27-BB-9689,28,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,14.8,35623,21077,4001,3341,38079,-2456,-6.89,1916,54.2,0
LR-2025-080653,2025-07-19,TN-65-CB-7724,16,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,16.4,82533,46560,3873,2462,99701,-17168,-20.8,438,61.9,6
LR-2025-080654,2025-09-21,KA-66-BC-9806,16,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,21.5,54627,38219,5945,3106,53549,1078,1.97,1284,26.8,0
LR-2025-080655,2025-11-20,MH-57-BB-7626,25,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,25.9,73885,30079,5955,3515,57263,16622,22.5,1758,55.2,0
LR-2025-080656,2025-07-22,RJ-39-AA-1150,32,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,29.1,59984,45885,3456,2564,65320,-5336,-8.9,865,25.8,0
LR-2025-080657,2025-09-05,KA-98-CB-6089,25,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,12.3,83940,38709,5311,2075,98635,-14695,-17.51,1978,17.6,0
LR-2025-080658,2025-11-28,HR-57-BB-9739,28,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,22.9,52411,21930,2825,4914,59159,-6748,-12.88,2578,16.8,0
LR-2025-080659,2025-08-22,KA-81-AC-4209,16,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,13.1,67834,41485,4618,5017,86192,-18358,-27.06,435,68.1,0
LR-2025-080660,2025-09-10,GJ-31-CA-2247,19,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,24.8,42841,28788,3019,2635,54708,-11867,-27.7,2545,30.1,2
LR-2025-080661,2025-10-26,TN-54-CA-9721,16,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,19.2,91966,40960,6154,4403,92788,-822,-0.89,1071,36.6,0
LR-2025-080662,2025-11-21,HR-95-BA-9248,21,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,28.0,67689,41725,6064,4881,57597,10092,14.91,1479,18.6,1
LR-2025-080663,2025-07-09,RJ-46-CB-6546,32,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,12.6,62130,30898,3114,2256,55440,6690,10.77,953,68.9,0
LR-2025-080664,2025-10-11,KA-97-AB-8385,25,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,28.4,80722,44092,5929,2644,102683,-21961,-27.21,1374,53.2,1
LR-2025-080665,2025-08-20,UP-13-BA-9829,25,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,23.9,78467,22769,4744,3248,89921,-11454,-14.6,431,52.7,0
LR-2025-080666,2025-09-15,MH-15-BB-6389,32,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,22.8,89495,20175,4383,4293,71147,18348,20.5,1320,34.2,0
LR-2025-080667,2025-07-17,MH-52-BA-6006,16,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,10.3,88378,24805,4908,2083,73823,14555,16.47,2003,40.7,0
LR-2025-080668,2025-09-06,RJ-32-BB-5163,21,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,28.8,67697,41557,3871,2872,83308,-15611,-23.06,2131,19.0,0
LR-2025-080669,2025-09-22,HR-70-BA-8378,32,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,26.0,87703,25022,2863,4428,91057,-3354,-3.82,1692,29.5,1
LR-2025-080670,2025-08-17,GJ-78-CA-7972,28,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,20.6,43639,28158,5930,4628,45343,-1704,-3.9,2832,19.4,12
LR-2025-080671,2025-11-19,KA-23-BB-8363,32,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,12.4,54611,42696,3752,1949,55171,-560,-1.03,746,64.3,8
LR-2025-080672,2025-09-17,GJ-32-BB-3165,19,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,27.0,69418,32836,5226,3641,79748,-10330,-14.88,1046,45.2,0
LR-2025-080673,2025-11-25,KA-13-CA-3574,28,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,13.9,85927,29298,4917,3908,69916,16011,18.63,582,55.9,0
LR-2025-080674,2025-11-22,WB-24-AA-4032,19,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,13.2,47899,18138,2866,2058,40582,7317,15.28,2518,37.6,0
LR-2025-080675,2025-12-16,KA-59-AB-1183,28,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,11.3,41511,37364,3575,3326,32526,8985,21.64,1951,60.6,0
LR-2025-080676,2025-08-04,GJ-50-BA-2393,28,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,20.2,81481,21104,6020,3776,71892,9589,11.77,1511,39.6,2
LR-2025-080677,2025-11-18,MH-50-BB-7695,28,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,16.1,90112,24400,2942,1814,94273,-4161,-4.62,1193,57.1,12
LR-2025-080678,2025-09-11,UP-10-BC-5570,21,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,29.5,63952,42850,4592,2105,76381,-12429,-19.43,1737,17.1,1
LR-2025-080679,2025-09-15,TN-44-AB-2209,16,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,28.5,62567,43754,4319,3025,61634,933,1.49,734,55.7,1
LR-2025-080680,2025-12-23,KA-79-BC-2647,25,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,22.4,48732,35620,5963,4333,62042,-13310,-27.31,2302,18.3,1
LR-2025-080681,2025-11-04,TN-63-BA-5820,28,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,12.5,58070,44558,3452,3390,67475,-9405,-16.2,2260,60.0,0
LR-2025-080682,2025-08-03,HR-70-CB-2190,21,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,10.1,69385,46098,3539,3286,68372,1013,1.46,2237,63.3,0
LR-2025-080683,2025-07-24,MH-26-AA-2425,19,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,18.6,58710,41495,4661,4384,45333,13377,22.78,2518,48.3,3
LR-2025-080684,2025-10-07,HR-80-AA-7038,19,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,29.3,46240,48211,4279,3174,44283,1957,4.23,2470,33.6,6
LR-2025-080685,2025-10-10,HR-95-AC-8999,21,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,17.6,64183,30116,6011,2105,65021,-838,-1.31,775,46.3,2
LR-2025-080686,2025-10-13,HR-87-CA-3257,25,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,15.1,76269,28663,3377,4270,79834,-3565,-4.67,2335,34.7,1
LR-2025-080687,2025-10-17,RJ-44-AC-2724,28,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,16.8,63443,37244,4327,3791,49978,13465,21.22,565,33.9,2
