DO_Number,Customer_Name,Destination,Weight_Tons,Recommended_Vehicle,Vehicle_ID,Vehicle_Type,Predicted_Profit_INR,Confidence_Score,Expected_Revenue,Estimated_Cost,Route,Distance_Km,ETA,Capacity_Utilization_%,Reasoning
DO-2026-01-100026,Lloyds Metals,Delhi NCR,230.6,HIRE MARKET TRUCK,MARKET,Market,6306.24,Medium,52552,46245.76,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100027,APL Apollo,Delhi NCR,83.4,HIRE MARKET TRUCK,MARKET,Market,4470.0,Medium,37250,32780.0,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100028,Shyam Steel,"Pune, Maharashtra",71.7,HIRE MARKET TRUCK,MARKET,Market,8392.8,Medium,69940,61547.2,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100029,SRMB Steel,"Pune, Maharashtra",82.6,HIRE MARKET TRUCK,MARKET,Market,9106.92,Medium,75891,66784.08,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100030,Tata Steel Ltd,"Chennai, Tamil Nadu",46.8,HIRE MARKET TRUCK,MARKET,Market,4410.48,Medium,36754,32343.52,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100032,SAIL Bokaro,"Bengaluru, Karnataka",247.8,HIRE MARKET TRUCK,MARKET,Market,3901.44,Medium,32512,28610.56,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100033,Hindalco Industries,"Bengaluru, Karnataka",11.2,HIRE MARKET TRUCK,MARKET,Market,5981.76,Medium,49848,43866.24,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100034,Vedanta Resources,"Hyderabad, Telangana",123.7,HIRE MARKET TRUCK,MARKET,Market,4239.48,Medium,35329,31089.52,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100035,NMDC Ltd,"Hyderabad, Telangana",1.4,HIRE MARKET TRUCK,MARKET,Market,7314.72,Medium,60956,53641.28,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100036,Rashtriya Ispat Nigam,"Ahmedabad, Gujarat",84.6,HIRE MARKET TRUCK,MARKET,Market,6743.52,Medium,56196,49452.48,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100037,Essar Steel,"Ahmedabad, Gujarat",15.4,HIRE MARKET TRUCK,MARKET,Market,5802.36,Medium,48353,42550.64,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100038,Jindal Steel,"Jaipur, Rajasthan",51.2,HIRE MARKET TRUCK,MARKET,Market,4034.88,Medium,33624,29589.12,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100039,Bhushan Steel,"Jaipur, Rajasthan",91.0,HIRE MARKET TRUCK,MARKET,Market,9354.96,Medium,77958,68603.04,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100040,AM/NS India,"Lucknow, Uttar Pradesh",106.2,HIRE MARKET TRUCK,MARKET,Market,5629.8,Medium,46915,41285.2,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100042,APL Apollo,"Coimbatore, Tamil Nadu",3.1,HIRE MARKET TRUCK,MARKET,Market,4140.84,Medium,34507,30366.16,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100043,Shyam Steel,"Coimbatore, Tamil Nadu",421.6,HIRE MARKET TRUCK,MARKET,Market,6869.28,Medium,57244,50374.72,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100044,SRMB Steel,"Surat, Gujarat",11.0,HIRE MARKET TRUCK,MARKET,Market,4390.2,Medium,36585,32194.8,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100045,Tata Steel Ltd,"Surat, Gujarat",131.6,HIRE MARKET TRUCK,MARKET,Market,6405.12,Medium,53376,46970.88,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100046,JSW Steel,"Indore, Madhya Pradesh",19.1,HIRE MARKET TRUCK,MARKET,Market,6206.76,Medium,51723,45516.24,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100047,SAIL Bokaro,"Indore, Madhya Pradesh",90.2,HIRE MARKET TRUCK,MARKET,Market,6374.16,Medium,53118,46743.84,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100048,Hindalco Industries,"Mumbai, Maharashtra",23.3,HIRE MARKET TRUCK,MARKET,Market,9060.72,Medium,75506,66445.28,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100049,Vedanta Resources,"Mumbai, Maharashtra",25.8,HIRE MARKET TRUCK,MARKET,Market,5765.52,Medium,48046,42280.48,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100050,NMDC Ltd,Delhi NCR,38.2,HIRE MARKET TRUCK,MARKET,Market,6982.92,Medium,58191,51208.08,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100051,Rashtriya Ispat Nigam,Delhi NCR,133.7,HIRE MARKET TRUCK,MARKET,Market,9312.84,Medium,77607,68294.16,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100052,Essar Steel,"Pune, Maharashtra",114.9,HIRE MARKET TRUCK,MARKET,Market,8016.96,Medium,66808,58791.04,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100053,Jindal Steel,"Pune, Maharashtra",209.8,HIRE MARKET TRUCK,MARKET,Market,5091.6,Medium,42430,37338.4,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100054,Bhushan Steel,"Chennai, Tamil Nadu",219.0,HIRE MARKET TRUCK,MARKET,Market,5999.52,Medium,49996,43996.48,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100055,AM/NS India,"Chennai, Tamil Nadu",61.7,HIRE MARKET TRUCK,MARKET,Market,5026.08,Medium,41884,36857.92,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100056,Lloyds Metals,"Bengaluru, Karnataka",69.6,HIRE MARKET TRUCK,MARKET,Market,7504.08,Medium,62534,55029.92,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100057,APL Apollo,"Bengaluru, Karnataka",53.6,HIRE MARKET TRUCK,MARKET,Market,7591.08,Medium,63259,55667.92,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100058,Shyam Steel,"Hyderabad, Telangana",233.9,HIRE MARKET TRUCK,MARKET,Market,8584.08,Medium,71534,62949.92,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100059,SRMB Steel,"Hyderabad, Telangana",45.2,HIRE MARKET TRUCK,MARKET,Market,7019.64,Medium,58497,51477.36,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100060,Tata Steel Ltd,"Ahmedabad, Gujarat",261.5,HIRE MARKET TRUCK,MARKET,Market,4053.12,Medium,33776,29722.88,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100061,JSW Steel,"Ahmedabad, Gujarat",42.2,HIRE MARKET TRUCK,MARKET,Market,5504.52,Medium,45871,40366.48,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100062,SAIL Bokaro,"Jaipur, Rajasthan",48.5,HIRE MARKET TRUCK,MARKET,Market,3992.4,Medium,33270,29277.6,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100063,Hindalco Industries,"Jaipur, Rajasthan",13.6,HIRE MARKET TRUCK,MARKET,Market,4000.2,Medium,33335,29334.8,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100064,Vedanta Resources,"Lucknow, Uttar Pradesh",30.3,HIRE MARKET TRUCK,MARKET,Market,6741.0,Medium,56175,49434.0,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100065,NMDC Ltd,"Lucknow, Uttar Pradesh",64.2,HIRE MARKET TRUCK,MARKET,Market,6293.28,Medium,52444,46150.72,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100067,Essar Steel,"Coimbatore, Tamil Nadu",23.2,HIRE MARKET TRUCK,MARKET,Market,6523.44,Medium,54362,47838.56,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100068,Jindal Steel,"Surat, Gujarat",29.1,HIRE MARKET TRUCK,MARKET,Market,5225.16,Medium,43543,38317.84,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100069,Bhushan Steel,"Surat, Gujarat",48.2,HIRE MARKET TRUCK,MARKET,Market,5770.56,Medium,48088,42317.44,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100070,AM/NS India,"Indore, Madhya Pradesh",198.5,HIRE MARKET TRUCK,MARKET,Market,6485.52,Medium,54046,47560.48,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100071,Lloyds Metals,"Indore, Madhya Pradesh",21.3,HIRE MARKET TRUCK,MARKET,Market,8528.28,Medium,71069,62540.72,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100072,APL Apollo,"Mumbai, Maharashtra",15.0,HIRE MARKET TRUCK,MARKET,Market,5729.88,Medium,47749,42019.12,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100073,Shyam Steel,"Mumbai, Maharashtra",39.9,HIRE MARKET TRUCK,MARKET,Market,9280.32,Medium,77336,68055.68,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100074,SRMB Steel,Delhi NCR,90.4,HIRE MARKET TRUCK,MARKET,Market,6606.72,Medium,55056,48449.28,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100075,Tata Steel Ltd,Delhi NCR,7.1,HIRE MARKET TRUCK,MARKET,Market,8054.16,Medium,67118,59063.84,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100076,JSW Steel,"Pune, Maharashtra",207.7,HIRE MARKET TRUCK,MARKET,Market,5366.52,Medium,44721,39354.48,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100077,SAIL Bokaro,"Pune, Maharashtra",5.3,HIRE MARKET TRUCK,MARKET,Market,4268.76,Medium,35573,31304.24,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100078,Hindalco Industries,"Chennai, Tamil Nadu",68.8,HIRE MARKET TRUCK,MARKET,Market,6076.08,Medium,50634,44557.92,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100079,Vedanta Resources,"Chennai, Tamil Nadu",78.5,HIRE MARKET TRUCK,MARKET,Market,4353.84,Medium,36282,31928.16,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100080,NMDC Ltd,"Bengaluru, Karnataka",10.3,HIRE MARKET TRUCK,MARKET,Market,4771.44,Medium,39762,34990.56,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100081,Rashtriya Ispat Nigam,"Bengaluru, Karnataka",154.7,HIRE MARKET TRUCK,MARKET,Market,8468.28,Medium,70569,62100.72,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100082,Essar Steel,"Hyderabad, Telangana",50.9,HIRE MARKET TRUCK,MARKET,Market,5921.16,Medium,49343,43421.84,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100083,Jindal Steel,"Hyderabad, Telangana",16.6,HIRE MARKET TRUCK,MARKET,Market,8509.92,Medium,70916,62406.08,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100084,Bhushan Steel,"Ahmedabad, Gujarat",31.1,HIRE MARKET TRUCK,MARKET,Market,5920.44,Medium,49337,43416.56,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100085,AM/NS India,"Ahmedabad, Gujarat",17.4,HIRE MARKET TRUCK,MARKET,Market,5144.76,Medium,42873,37728.24,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100087,APL Apollo,"Jaipur, Rajasthan",244.3,HIRE MARKET TRUCK,MARKET,Market,4558.2,Medium,37985,33426.8,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100088,Shyam Steel,"Lucknow, Uttar Pradesh",316.9,HIRE MARKET TRUCK,MARKET,Market,5217.72,Medium,43481,38263.28,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100089,SRMB Steel,"Lucknow, Uttar Pradesh",117.0,HIRE MARKET TRUCK,MARKET,Market,7707.0,Medium,64225,56518.0,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100091,JSW Steel,"Coimbatore, Tamil Nadu",125.3,HIRE MARKET TRUCK,MARKET,Market,5824.92,Medium,48541,42716.08,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100092,SAIL Bokaro,"Surat, Gujarat",185.7,HIRE MARKET TRUCK,MARKET,Market,4266.24,Medium,35552,31285.76,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100093,Hindalco Industries,"Surat, Gujarat",26.0,HIRE MARKET TRUCK,MARKET,Market,4870.32,Medium,40586,35715.68,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100094,Vedanta Resources,"Indore, Madhya Pradesh",3.6,HIRE MARKET TRUCK,MARKET,Market,8171.88,Medium,68099,59927.12,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100095,NMDC Ltd,"Indore, Madhya Pradesh",60.2,HIRE MARKET TRUCK,MARKET,Market,5050.8,Medium,42090,37039.2,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100096,Rashtriya Ispat Nigam,"Mumbai, Maharashtra",142.8,HIRE MARKET TRUCK,MARKET,Market,7432.2,Medium,61935,54502.8,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100097,Essar Steel,"Mumbai, Maharashtra",66.3,HIRE MARKET TRUCK,MARKET,Market,7833.0,Medium,65275,57442.0,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100098,Jindal Steel,Delhi NCR,203.1,HIRE MARKET TRUCK,MARKET,Market,5008.56,Medium,41738,36729.44,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100099,Bhushan Steel,Delhi NCR,92.1,HIRE MARKET TRUCK,MARKET,Market,5323.56,Medium,44363,39039.44,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100100,AM/NS India,"Pune, Maharashtra",66.4,HIRE MARKET TRUCK,MARKET,Market,6838.08,Medium,56984,50145.92,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100101,Lloyds Metals,"Pune, Maharashtra",258.5,HIRE MARKET TRUCK,MARKET,Market,4629.24,Medium,38577,33947.76,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100102,APL Apollo,"Chennai, Tamil Nadu",14.0,HIRE MARKET TRUCK,MARKET,Market,5924.16,Medium,49368,43443.84,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100103,Shyam Steel,"Chennai, Tamil Nadu",58.5,HIRE MARKET TRUCK,MARKET,Market,8769.24,Medium,73077,64307.76,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100104,SRMB Steel,"Bengaluru, Karnataka",10.9,HIRE MARKET TRUCK,MARKET,Market,4614.12,Medium,38451,33836.88,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100105,Tata Steel Ltd,"Bengaluru, Karnataka",8.8,HIRE MARKET TRUCK,MARKET,Market,6787.8,Medium,56565,49777.2,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100106,JSW Steel,"Hyderabad, Telangana",43.5,HIRE MARKET TRUCK,MARKET,Market,8633.16,Medium,71943,63309.84,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100107,SAIL Bokaro,"Hyderabad, Telangana",51.1,HIRE MARKET TRUCK,MARKET,Market,5837.28,Medium,48644,42806.72,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100108,Hindalco Industries,"Ahmedabad, Gujarat",430.4,HIRE MARKET TRUCK,MARKET,Market,7313.88,Medium,60949,53635.12,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100109,Vedanta Resources,"Ahmedabad, Gujarat",188.8,HIRE MARKET TRUCK,MARKET,Market,6865.32,Medium,57211,50345.68,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100110,NMDC Ltd,"Jaipur, Rajasthan",36.3,HIRE MARKET TRUCK,MARKET,Market,9016.44,Medium,75137,66120.56,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100111,Rashtriya Ispat Nigam,"Jaipur, Rajasthan",101.1,HIRE MARKET TRUCK,MARKET,Market,6610.68,Medium,55089,48478.32,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100112,Essar Steel,"Lucknow, Uttar Pradesh",44.1,HIRE MARKET TRUCK,MARKET,Market,4149.96,Medium,34583,30433.04,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100113,Jindal Steel,"Lucknow, Uttar Pradesh",20.8,HIRE MARKET TRUCK,MARKET,Market,7107.6,Medium,59230,52122.4,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100114,Bhushan Steel,"Coimbatore, Tamil Nadu",37.5,HIRE MARKET TRUCK,MARKET,Market,7629.36,Medium,63578,55948.64,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100116,Lloyds Metals,"Surat, Gujarat",15.4,HIRE MARKET TRUCK,MARKET,Market,7416.48,Medium,61804,54387.52,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100117,APL Apollo,"Surat, Gujarat",25.8,HIRE MARKET TRUCK,MARKET,Market,7547.76,Medium,62898,55350.24,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100118,Shyam Steel,"Indore, Madhya Pradesh",113.8,HIRE MARKET TRUCK,MARKET,Market,7050.96,Medium,58758,51707.04,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100119,SRMB Steel,"Indore, Madhya Pradesh",24.5,HIRE MARKET TRUCK,MARKET,Market,4906.8,Medium,40890,35983.2,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100120,Tata Steel Ltd,"Mumbai, Maharashtra",116.6,HIRE MARKET TRUCK,MARKET,Market,7688.28,Medium,64069,56380.72,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100121,JSW Steel,"Mumbai, Maharashtra",25.8,HIRE MARKET TRUCK,MARKET,Market,6692.16,Medium,55768,49075.84,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
